"ID","Type","HLA-DRA","LUM","MARCKS","CXCL12","CCDC102B","SERPINA3"
"GSM1386783","1",15.6766222554904,12.084408015054,9.72068141789873,9.77306875210208,5.98379136437485,8.13149874630672
"GSM1386784","1",15.9853478369491,12.237926645999,10.4521291483553,9.7119686895265,6.2301979166789,7.96808896859036
"GSM1386785","1",16.0466067911449,11.8309276614905,9.85227738910513,9.78700687892997,5.95187306746131,8.61048527357853
"GSM1386786","1",16.0247685819769,11.7449717646237,10.0725557340964,9.37107305138147,6.52484475035459,6.80910915232608
"GSM1386787","1",16.6314024057209,11.4920794264895,8.9627148166276,9.8980166449649,6.495716130526,8.18239870376549
"GSM1386788","1",15.075573872055,10.7927424456132,10.0245632159489,8.76171658298542,6.14818758300858,6.47761408232085
"GSM1386789","1",15.5629536448234,12.289411584986,10.4248317412427,8.70468815945588,5.9341230230852,7.41990377470329
"GSM1386790","1",14.5527423739477,9.0951621365042,9.14748732058342,9.0330701984022,6.13561703183708,4.63440559953403
"GSM1386791","1",14.8096362757183,11.5396440865266,9.97278388173401,8.57524629424597,5.98608142536504,8.3911973494148
"GSM1386792","1",15.4585386155088,12.0192030271222,10.7878809857344,8.48541764116697,6.04629735925701,6.42626746806804
"GSM1386793","1",15.7228181211714,12.2247223011466,10.6351251259589,8.6129656861822,6.27184863698525,5.14645065360772
"GSM1386794","1",15.6903502741695,11.9922530751196,10.1685858215851,9.263593486969,6.09823923376004,6.48630734541204
"GSM1386795","1",16.205754754697,8.94282800994764,8.40859615214748,7.84614628405545,5.71812592977193,6.90601844755677
"GSM1386796","1",15.343868491503,11.1641168386469,10.1450117353338,8.12666088566285,5.55930591141179,7.88733042578341
"GSM1386797","1",15.7535842765311,9.84615671881431,9.76529399937593,7.35283775284529,5.85274312600122,6.42480950762927
"GSM1386798","1",14.0425749549852,11.2608818245786,10.5793597400167,9.69718315483755,6.0127792728975,9.30577951440167
"GSM1386799","1",13.5196316021012,9.76322967160768,9.61526302139098,9.46753995483164,5.95896966083592,5.60660560077068
"GSM1386800","1",15.2379263270324,11.5107282711768,10.3797379368125,8.48952514037646,5.76555345119291,7.14149430806484
"GSM1386801","1",13.6789542425782,9.82024858467185,8.65184625087204,9.5610262565802,5.6142140574271,10.0589803821474
"GSM1386802","1",14.9560588325191,11.1228763672376,10.5254613861754,9.65500057684115,6.47256721682784,6.45549053826657
"GSM1386803","1",15.8362066934606,11.4831890092837,9.29464511279931,9.72661343279989,6.75259190414338,8.44830989606169
"GSM1386804","1",15.4973552980424,12.1103019191059,9.81912109781636,10.4301223209728,6.53474552808568,8.25263919632862
"GSM1386805","1",16.107590745944,12.2766250251286,10.056590976793,10.2610851471783,6.3133761320669,8.95919763307144
"GSM1386806","1",16.787803259027,12.9751827420197,11.0363398159682,10.8148075169423,7.3287380550925,7.29237893297191
"GSM1386807","1",16.1727030752508,11.6284424253364,10.4715412508664,9.58969748796018,6.78117139997949,7.78353387272019
"GSM1386808","1",16.6314024057209,12.6135716185198,10.0302802450037,9.30280656615367,6.00897566561343,6.84627946217136
"GSM1386809","1",15.7535842765311,12.5502116959977,10.0620509755422,8.86244488812107,6.99358021731894,8.77929165859264
"GSM1386810","1",15.737442522612,11.8986314459508,10.1508265082844,10.2837919070739,6.66354075209961,6.72121692306348
"GSM1386811","1",14.6578321922703,12.5977474234881,10.5793597400167,8.59479879659756,7.42870162759014,8.20614595175962
"GSM1386812","1",15.2915966746906,11.5396440865266,10.0673340228786,9.0048789951711,5.42452069341089,9.77059509090391
"GSM1386813","1",16.0247685819769,12.4540240968333,9.97761312504422,9.8112961392031,6.17673360825528,8.89593765129112
"GSM1386814","1",16.6973890701731,13.0167430273782,9.92701427308579,9.87401886161204,6.17274642464235,7.12835087151703
"GSM1386815","1",15.9853478369491,12.9751827420197,10.7458876488608,9.86436349029873,6.68736665012174,7.76918881118435
"GSM1386816","1",15.216581474155,9.97451191492169,10.6897336097357,8.70276708347576,6.78358594048108,5.82544712286702
"GSM1386817","1",14.5527423739477,13.4029405137517,11.0887221899551,9.09709095821951,7.12262534337912,5.78128174274169
"GSM1386818","1",15.1319028347985,10.3771569555919,10.1104790893131,8.21977774606688,5.89121336286168,7.97285294946963
"GSM1386819","1",14.2591642433455,11.3114232977259,10.0457852324293,9.11442858455129,6.17962937465915,8.45026450283627
"GSM1386820","1",14.1218334934208,10.4285378135674,10.0725557340964,7.66364541945755,5.85689215613315,8.56704035613598
"GSM1386821","1",14.9178564430077,12.5034864995071,10.0196046634122,9.36228633566197,6.41721406730868,7.05463633670808
"GSM1386822","1",15.3303959106151,10.0349685160124,8.79201160605005,9.19182273039479,5.91213805781983,6.53011707900805
"GSM1386823","1",14.5824264027441,12.7517808501003,11.0792717874693,9.98946124906831,6.91543483142499,7.41475041750633
"GSM1386824","1",15.1799337839286,12.0976811363644,10.1053060731101,8.94629640813397,6.15622560585869,6.98235221348816
"GSM1386825","1",15.5629536448234,9.84970662957887,10.6692336042603,7.65791259256792,5.65746763538669,7.43228880284476
"GSM1386826","1",14.9945797384044,9.66448682328702,8.76721964368095,8.55011754816588,5.89990806324613,6.55788055833335
"GSM1386827","1",14.8627519752345,11.4404362892404,10.056590976793,8.33130243096092,5.80875315800794,8.09978037355652
"GSM1386828","1",14.7566251667099,10.7990342912533,9.53744362058787,7.70798790544726,5.94641755969771,7.21190664452624
"GSM1386829","1",15.2029304803957,12.0558054427461,10.0302802450037,8.97229982571631,5.84119813471281,7.11176803811625
"GSM1386830","1",13.6789542425782,10.6872040437883,9.33053787578588,9.30175159184363,5.88810356701708,5.46123636298888
"GSM1386831","1",13.407831800116,10.2274105335127,10.0457852324293,9.9486455060552,5.63221780949496,6.61083581750966
"GSM1386841","0",13.4437809374083,9.44546449204041,9.05766967156996,8.37004040331754,6.61046851572284,8.68418798414832
"GSM1386842","0",12.420971930839,9.50235880283057,8.02609814710797,8.1780671607909,6.31715096610651,9.90481180588597
"GSM1386843","0",14.1201503888104,8.79829030823609,9.77876853779525,9.69881955462941,7.20757300718323,8.96850515998352
"GSM1386844","0",14.6277143852496,9.84891877268639,9.8618339323863,7.82759482341246,6.35974790807495,8.95645087080111
"GSM1386845","0",14.9370063740743,11.1743311508014,10.7024706303376,10.0007416333668,6.36128620757778,8.11027174721657
"GSM1386846","0",14.8144032382937,9.39918434526043,9.76972747864074,9.17309962153781,6.74880145508158,9.01866779237129
"GSM1386847","0",14.9455543228687,11.4777346877753,10.066754394849,7.91531836442378,7.13040683616759,8.54606872915044
"GSM1386848","0",14.461841270568,10.8671010569916,10.7376066469792,10.1729242231786,6.55329665626245,8.63654125591036
"GSM1386849","0",12.5203242152214,9.77235795730428,8.04413499352704,8.840226539192,6.46867929625138,9.65942685955823
"GSM1386850","0",14.5429491827787,9.9602772328019,9.49322656801696,9.64489413477742,6.57095778295153,9.94434842467279
